0.100000 0.100000 2.585486
0.100000 0.200000 2.405710
0.100000 0.300000 2.301864
0.100000 0.400000 2.232907
0.100000 0.500000 2.184841
0.100000 0.600000 2.151057
0.100000 0.700000 2.127855
0.100000 0.800000 2.112918
0.100000 0.900000 2.104676
0.100000 1.000000 2.101986
0.100000 1.100000 2.103960
0.100000 1.200000 2.109868
0.100000 1.300000 2.119083
0.100000 1.400000 2.131060
0.100000 1.500000 2.145317
0.100000 1.600000 2.161437
0.100000 1.700000 2.179059
0.100000 1.800000 2.197879
0.100000 1.900000 2.217640
0.100000 2.000000 2.238131
0.100000 2.100000 2.259177
0.100000 2.200000 2.280637
0.100000 2.300000 2.302394
0.100000 2.400000 2.324356
0.100000 2.500000 2.346446
0.100000 2.600000 2.368603
0.100000 2.700000 2.390779
0.100000 2.800000 2.412933
0.100000 2.900000 2.435033
0.100000 3.000000 2.457055
0.100000 3.100000 2.478977
0.100000 3.200000 2.500784
0.100000 3.300000 2.522463
0.100000 3.400000 2.544004
0.100000 3.500000 2.565400
0.100000 3.600000 2.586643
0.100000 3.700000 2.607732
0.100000 3.800000 2.628661
0.100000 3.900000 2.649430
0.100000 4.000000 2.670037
0.100000 4.100000 2.690482
0.100000 4.200000 2.710765
0.100000 4.300000 2.730887
0.100000 4.400000 2.750849
0.100000 4.500000 2.770652
0.100000 4.600000 2.790297
0.100000 4.700000 2.809787
0.100000 4.800000 2.829123
0.100000 4.900000 2.848307
0.100000 5.000000 2.867342
0.200000 0.100000 2.065625
0.200000 0.200000 1.915539
0.200000 0.300000 1.824243
0.200000 0.400000 1.761700
0.200000 0.500000 1.717182
0.200000 0.600000 1.685447
0.200000 0.700000 1.663464
0.200000 0.800000 1.649277
0.200000 0.900000 1.641514
0.200000 1.000000 1.639146
0.200000 1.100000 1.641348
0.200000 1.200000 1.647430
0.200000 1.300000 1.656786
0.200000 1.400000 1.668883
0.200000 1.500000 1.683247
0.200000 1.600000 1.699464
0.200000 1.700000 1.717176
0.200000 1.800000 1.736081
0.200000 1.900000 1.755921
0.200000 2.000000 1.776487
0.200000 2.100000 1.797604
0.200000 2.200000 1.819131
0.200000 2.300000 1.840952
0.200000 2.400000 1.862974
0.200000 2.500000 1.885121
0.200000 2.600000 1.907332
0.200000 2.700000 1.929558
0.200000 2.800000 1.951761
0.200000 2.900000 1.973907
0.200000 3.000000 1.995972
0.200000 3.100000 2.017935
0.200000 3.200000 2.039781
0.200000 3.300000 2.061496
0.200000 3.400000 2.083072
0.200000 3.500000 2.104500
0.200000 3.600000 2.125775
0.200000 3.700000 2.146893
0.200000 3.800000 2.167850
0.200000 3.900000 2.188646
0.200000 4.000000 2.209278
0.200000 4.100000 2.229748
0.200000 4.200000 2.250054
0.200000 4.300000 2.270198
0.200000 4.400000 2.290180
0.200000 4.500000 2.310003
0.200000 4.600000 2.329667
0.200000 4.700000 2.349175
0.200000 4.800000 2.368528
0.200000 4.900000 2.387729
0.200000 5.000000 2.406780
0.300000 0.100000 1.837449
0.300000 0.200000 1.699914
0.300000 0.300000 1.613404
0.300000 0.400000 1.552754
0.300000 0.500000 1.508793
0.300000 0.600000 1.476964
0.300000 0.700000 1.454588
0.300000 0.800000 1.439895
0.300000 0.900000 1.431613
0.300000 1.000000 1.428762
0.300000 1.100000 1.430539
0.300000 1.200000 1.436257
0.300000 1.300000 1.445309
0.300000 1.400000 1.457156
0.300000 1.500000 1.471315
0.300000 1.600000 1.487367
0.300000 1.700000 1.504946
0.300000 1.800000 1.523743
0.300000 1.900000 1.543499
0.300000 2.000000 1.563997
0.300000 2.100000 1.585061
0.300000 2.200000 1.606546
0.300000 2.300000 1.628335
0.300000 2.400000 1.650333
0.300000 2.500000 1.672461
0.300000 2.600000 1.694660
0.300000 2.700000 1.716877
0.300000 2.800000 1.739073
0.300000 2.900000 1.761217
0.300000 3.000000 1.783281
0.300000 3.100000 1.805245
0.300000 3.200000 1.827093
0.300000 3.300000 1.848812
0.300000 3.400000 1.870391
0.300000 3.500000 1.891824
0.300000 3.600000 1.913105
0.300000 3.700000 1.934228
0.300000 3.800000 1.955192
0.300000 3.900000 1.975994
0.300000 4.000000 1.996633
0.300000 4.100000 2.017109
0.300000 4.200000 2.037422
0.300000 4.300000 2.057572
0.300000 4.400000 2.077561
0.300000 4.500000 2.097390
0.300000 4.600000 2.117061
0.300000 4.700000 2.136575
0.300000 4.800000 2.155935
0.300000 4.900000 2.175142
0.300000 5.000000 2.194199
0.400000 0.100000 1.710851
0.400000 0.200000 1.579729
0.400000 0.300000 1.495112
0.400000 0.400000 1.434610
0.400000 0.500000 1.389986
0.400000 0.600000 1.357131
0.400000 0.700000 1.333605
0.400000 0.800000 1.317776
0.400000 0.900000 1.308445
0.400000 1.000000 1.304664
0.400000 1.100000 1.305638
0.400000 1.200000 1.310676
0.400000 1.300000 1.319158
0.400000 1.400000 1.330530
0.400000 1.500000 1.344297
0.400000 1.600000 1.360024
0.400000 1.700000 1.377335
0.400000 1.800000 1.395911
0.400000 1.900000 1.415483
0.400000 2.000000 1.435829
0.400000 2.100000 1.456767
0.400000 2.200000 1.478147
0.400000 2.300000 1.499849
0.400000 2.400000 1.521773
0.400000 2.500000 1.543841
0.400000 2.600000 1.565988
0.400000 2.700000 1.588163
0.400000 2.800000 1.610323
0.400000 2.900000 1.632436
0.400000 3.000000 1.654475
0.400000 3.100000 1.676418
0.400000 3.200000 1.698248
0.400000 3.300000 1.719952
0.400000 3.400000 1.741520
0.400000 3.500000 1.762943
0.400000 3.600000 1.784215
0.400000 3.700000 1.805332
0.400000 3.800000 1.826290
0.400000 3.900000 1.847087
0.400000 4.000000 1.867723
0.400000 4.100000 1.888196
0.400000 4.200000 1.908507
0.400000 4.300000 1.928656
0.400000 4.400000 1.948644
0.400000 4.500000 1.968473
0.400000 4.600000 1.988144
0.400000 4.700000 2.007658
0.400000 4.800000 2.027019
0.400000 4.900000 2.046226
0.400000 5.000000 2.065284
0.500000 0.100000 1.634900
0.500000 0.200000 1.507326
0.500000 0.300000 1.423266
0.500000 0.400000 1.362102
0.500000 0.500000 1.316228
0.500000 0.600000 1.281858
0.500000 0.700000 1.256748
0.500000 0.800000 1.239386
0.500000 0.900000 1.228643
0.500000 1.000000 1.223607
0.500000 1.100000 1.223492
0.500000 1.200000 1.227600
0.500000 1.300000 1.235299
0.500000 1.400000 1.246015
0.500000 1.500000 1.259235
0.500000 1.600000 1.274507
0.500000 1.700000 1.291440
0.500000 1.800000 1.309701
0.500000 1.900000 1.329010
0.500000 2.000000 1.349137
0.500000 2.100000 1.369891
0.500000 2.200000 1.391116
0.500000 2.300000 1.412687
0.500000 2.400000 1.434501
0.500000 2.500000 1.456476
0.500000 2.600000 1.478543
0.500000 2.700000 1.500649
0.500000 2.800000 1.522752
0.500000 2.900000 1.544815
0.500000 3.000000 1.566811
0.500000 3.100000 1.588717
0.500000 3.200000 1.610515
0.500000 3.300000 1.632191
0.500000 3.400000 1.653735
0.500000 3.500000 1.675137
0.500000 3.600000 1.696391
0.500000 3.700000 1.717492
0.500000 3.800000 1.738437
0.500000 3.900000 1.759222
0.500000 4.000000 1.779848
0.500000 4.100000 1.800312
0.500000 4.200000 1.820615
0.500000 4.300000 1.840757
0.500000 4.400000 1.860740
0.500000 4.500000 1.880563
0.500000 4.600000 1.900230
0.500000 4.700000 1.919740
0.500000 4.800000 1.939097
0.500000 4.900000 1.958303
0.500000 5.000000 1.977358
0.600000 0.100000 1.588782
0.600000 0.200000 1.463257
0.600000 0.300000 1.379103
0.600000 0.400000 1.316912
0.600000 0.500000 1.269523
0.600000 0.600000 1.233397
0.600000 0.700000 1.206454
0.600000 0.800000 1.187299
0.600000 0.900000 1.174880
0.600000 1.000000 1.168329
0.600000 1.100000 1.166881
0.600000 1.200000 1.169839
0.600000 1.300000 1.176558
0.600000 1.400000 1.186448
0.600000 1.500000 1.198976
0.600000 1.600000 1.213670
0.600000 1.700000 1.230120
0.600000 1.800000 1.247978
0.600000 1.900000 1.266950
0.600000 2.000000 1.286794
0.600000 2.100000 1.307310
0.600000 2.200000 1.328335
0.600000 2.300000 1.349737
0.600000 2.400000 1.371406
0.600000 2.500000 1.393258
0.600000 2.600000 1.415220
0.600000 2.700000 1.437236
0.600000 2.800000 1.459261
0.600000 2.900000 1.481257
0.600000 3.000000 1.503194
0.600000 3.100000 1.525050
0.600000 3.200000 1.546804
0.600000 3.300000 1.568443
0.600000 3.400000 1.589953
0.600000 3.500000 1.611325
0.600000 3.600000 1.632553
0.600000 3.700000 1.653632
0.600000 3.800000 1.674556
0.600000 3.900000 1.695324
0.600000 4.000000 1.715933
0.600000 4.100000 1.736384
0.600000 4.200000 1.756674
0.600000 4.300000 1.776806
0.600000 4.400000 1.796778
0.600000 4.500000 1.816593
0.600000 4.600000 1.836252
0.600000 4.700000 1.855756
0.600000 4.800000 1.875107
0.600000 4.900000 1.894306
